,Income_Category
10040,Unknown
8426,Less than $40K
2059,Less than $40K
9282,$40K - $60K
8527,Less than $40K
9524,$60K - $80K
9008,Unknown
8812,$80K - $120K
3925,Less than $40K
8040,$60K - $80K
9438,$60K - $80K
9231,$80K - $120K
244,$80K - $120K
10083,Unknown
1532,$80K - $120K
87,Less than $40K
6658,Less than $40K
9733,Less than $40K
5785,Unknown
4694,$40K - $60K
7919,Less than $40K
208,$40K - $60K
9872,$120K +
7198,$40K - $60K
3135,$120K +
9215,$80K - $120K
665,$80K - $120K
2031,Less than $40K
6966,$40K - $60K
7642,Less than $40K
8669,$40K - $60K
6864,$80K - $120K
7816,$40K - $60K
8887,$60K - $80K
2252,$40K - $60K
9973,$40K - $60K
4325,Less than $40K
7451,Unknown
6057,Less than $40K
3987,Less than $40K
904,$40K - $60K
9596,Unknown
1439,Less than $40K
791,$120K +
9689,$40K - $60K
9873,$60K - $80K
3647,Less than $40K
5638,Less than $40K
3859,$40K - $60K
3650,Less than $40K
3027,Unknown
1712,$40K - $60K
8809,$80K - $120K
7634,Unknown
4067,$80K - $120K
2994,Less than $40K
9460,$80K - $120K
8902,$40K - $60K
10071,$40K - $60K
5112,$80K - $120K
974,$60K - $80K
7236,$40K - $60K
3923,Less than $40K
4303,$60K - $80K
4600,Unknown
3182,Less than $40K
1686,$40K - $60K
8876,Less than $40K
6297,Less than $40K
550,Unknown
4401,Less than $40K
9957,$40K - $60K
9724,$80K - $120K
743,$80K - $120K
7949,$40K - $60K
6945,$120K +
1277,Unknown
5153,$80K - $120K
2301,Less than $40K
407,$60K - $80K
5393,$40K - $60K
6200,Unknown
4361,Less than $40K
6179,Less than $40K
2964,$60K - $80K
1987,Less than $40K
9559,$80K - $120K
2000,Less than $40K
9578,$40K - $60K
5608,$40K - $60K
4648,$60K - $80K
6781,Unknown
81,$120K +
1328,$60K - $80K
1694,Unknown
1209,$80K - $120K
4081,$60K - $80K
4321,$60K - $80K
288,Unknown
4806,$120K +
4050,$60K - $80K
1456,Unknown
5961,$80K - $120K
6719,Unknown
1779,$40K - $60K
4787,$80K - $120K
2235,$40K - $60K
9094,$80K - $120K
9032,$40K - $60K
321,$80K - $120K
2409,$40K - $60K
476,$40K - $60K
683,Less than $40K
5163,Less than $40K
4720,Less than $40K
8389,Unknown
9327,$60K - $80K
5540,$120K +
9371,Less than $40K
8044,Less than $40K
7375,Less than $40K
5077,Less than $40K
9057,$80K - $120K
7869,Less than $40K
3319,Unknown
6706,$80K - $120K
6031,Unknown
3943,Less than $40K
2211,$80K - $120K
835,$60K - $80K
6059,$40K - $60K
6972,$40K - $60K
2602,$120K +
5246,$40K - $60K
9147,$60K - $80K
6058,$40K - $60K
2879,$120K +
1646,Less than $40K
1477,Less than $40K
9627,$60K - $80K
1430,$60K - $80K
66,$60K - $80K
4873,Less than $40K
6933,$80K - $120K
257,$120K +
906,$40K - $60K
3286,Less than $40K
9491,Less than $40K
2868,$60K - $80K
596,$60K - $80K
8816,Less than $40K
4993,$40K - $60K
8986,$60K - $80K
9847,$60K - $80K
7221,$60K - $80K
878,Less than $40K
9276,Less than $40K
6814,Less than $40K
6575,$80K - $120K
3924,Unknown
2865,$60K - $80K
3453,$80K - $120K
1115,$60K - $80K
9633,Less than $40K
9175,$80K - $120K
2130,$40K - $60K
5552,Less than $40K
7600,Unknown
7620,Less than $40K
7072,$40K - $60K
3380,Less than $40K
3296,$60K - $80K
4169,$80K - $120K
6732,$60K - $80K
9323,Less than $40K
8823,$120K +
5547,Less than $40K
39,Unknown
8956,Less than $40K
990,Less than $40K
319,$80K - $120K
2511,$60K - $80K
501,$80K - $120K
8707,$60K - $80K
9594,Less than $40K
5908,Less than $40K
356,$60K - $80K
4724,$60K - $80K
849,Less than $40K
9720,$40K - $60K
1040,Unknown
7350,$40K - $60K
5674,Less than $40K
4823,Less than $40K
4889,Less than $40K
1478,$60K - $80K
5039,$40K - $60K
6051,Unknown
433,Less than $40K
2497,Less than $40K
8600,Less than $40K
2273,Less than $40K
5009,$60K - $80K
7301,Unknown
3842,Less than $40K
4620,$80K - $120K
337,$40K - $60K
928,Unknown
3606,$120K +
5198,Unknown
9006,Less than $40K
2573,$80K - $120K
6248,$60K - $80K
8419,Unknown
8092,$80K - $120K
4130,Less than $40K
5280,$80K - $120K
9522,$40K - $60K
5959,Less than $40K
2945,Less than $40K
8758,Less than $40K
7280,Less than $40K
1748,Unknown
5093,$80K - $120K
7122,Less than $40K
220,$40K - $60K
9130,Less than $40K
3965,$60K - $80K
2382,$40K - $60K
9307,$40K - $60K
693,$60K - $80K
4470,Less than $40K
8870,$60K - $80K
3025,$80K - $120K
7021,Less than $40K
4675,$60K - $80K
1454,Less than $40K
5169,Unknown
1092,$120K +
153,$60K - $80K
6014,Less than $40K
5737,$60K - $80K
5988,$120K +
3531,Less than $40K
9408,$40K - $60K
6676,Less than $40K
1656,Less than $40K
9221,$80K - $120K
9109,$120K +
8679,Less than $40K
10035,Less than $40K
509,Unknown
5404,Less than $40K
858,Less than $40K
7601,$40K - $60K
7934,Less than $40K
6479,$40K - $60K
1369,Less than $40K
4649,$80K - $120K
9241,Less than $40K
2863,$80K - $120K
2957,$60K - $80K
770,$80K - $120K
206,Less than $40K
3838,$60K - $80K
3262,$120K +
9551,$80K - $120K
6094,Less than $40K
842,$60K - $80K
3335,Less than $40K
7958,Less than $40K
5389,$40K - $60K
2077,$120K +
7910,Less than $40K
6316,Less than $40K
2698,Less than $40K
797,$40K - $60K
42,$40K - $60K
545,$80K - $120K
301,$60K - $80K
6837,Unknown
435,$40K - $60K
4307,$60K - $80K
2348,Unknown
3382,$120K +
8194,Less than $40K
8546,Less than $40K
7861,Less than $40K
2424,$40K - $60K
1777,$80K - $120K
8345,$40K - $60K
1007,$80K - $120K
6055,$60K - $80K
8508,$40K - $60K
2220,$60K - $80K
585,$80K - $120K
590,Less than $40K
5182,Less than $40K
3547,Less than $40K
7231,$60K - $80K
2105,Less than $40K
9607,$60K - $80K
4791,Unknown
7153,Less than $40K
6522,Less than $40K
1734,Unknown
4842,$40K - $60K
6534,Less than $40K
2699,Less than $40K
7989,$40K - $60K
2139,$80K - $120K
7092,$80K - $120K
6757,Less than $40K
7031,Less than $40K
5102,Less than $40K
4516,$80K - $120K
6303,$60K - $80K
4259,$80K - $120K
7216,Unknown
4488,Less than $40K
9553,$80K - $120K
8558,$40K - $60K
7487,$60K - $80K
5551,Less than $40K
8513,Less than $40K
8169,Less than $40K
8629,Less than $40K
776,$40K - $60K
3162,Unknown
8052,Less than $40K
7926,Unknown
8239,Less than $40K
5749,$40K - $60K
6064,Less than $40K
2641,Less than $40K
5673,Less than $40K
4153,Less than $40K
10125,$40K - $60K
2372,$120K +
4315,$40K - $60K
9039,$120K +
3565,Unknown
6741,Less than $40K
48,$80K - $120K
4152,Less than $40K
7778,$60K - $80K
6473,$40K - $60K
1324,Unknown
4140,Unknown
4119,$80K - $120K
9016,$120K +
1584,$60K - $80K
652,$80K - $120K
1522,Less than $40K
7820,$40K - $60K
2590,$40K - $60K
7568,Less than $40K
9255,$40K - $60K
357,$60K - $80K
6367,$80K - $120K
2010,$120K +
8075,Unknown
388,Less than $40K
2355,Unknown
327,Less than $40K
4583,Less than $40K
7724,$80K - $120K
6860,Unknown
5609,Less than $40K
3620,$40K - $60K
9453,$40K - $60K
7227,Less than $40K
541,$80K - $120K
6916,$40K - $60K
9928,$40K - $60K
3605,$60K - $80K
7394,$40K - $60K
3318,Unknown
505,Less than $40K
9742,Less than $40K
2058,$60K - $80K
447,Less than $40K
7801,Unknown
9710,Less than $40K
8445,Unknown
8134,$40K - $60K
7342,Less than $40K
2256,Unknown
7912,Less than $40K
1667,$60K - $80K
4019,Less than $40K
8651,$80K - $120K
4066,Unknown
1083,$80K - $120K
2505,$80K - $120K
7859,Less than $40K
2802,Less than $40K
5729,Less than $40K
3,Less than $40K
5489,Unknown
3195,$60K - $80K
6138,$80K - $120K
8425,$40K - $60K
5817,$40K - $60K
86,$120K +
1588,$80K - $120K
1563,$80K - $120K
1950,$60K - $80K
3498,Less than $40K
6715,$60K - $80K
4534,$40K - $60K
5214,Unknown
6896,Less than $40K
4273,$40K - $60K
7602,$80K - $120K
4264,Less than $40K
7258,Less than $40K
54,$120K +
1976,$120K +
3668,$120K +
7114,$40K - $60K
1644,$40K - $60K
1027,$120K +
4814,Less than $40K
10073,$60K - $80K
120,$120K +
7682,Less than $40K
989,Less than $40K
9729,$80K - $120K
8541,$40K - $60K
9843,Less than $40K
6692,Less than $40K
4621,$80K - $120K
3890,$40K - $60K
5370,Less than $40K
6100,$80K - $120K
8869,$120K +
3985,$60K - $80K
4260,$40K - $60K
5739,Less than $40K
564,$40K - $60K
8362,$40K - $60K
4750,$60K - $80K
5221,$80K - $120K
9136,$80K - $120K
3560,$80K - $120K
7676,Less than $40K
7180,Less than $40K
2440,$80K - $120K
2706,$80K - $120K
3686,Less than $40K
4677,$80K - $120K
7691,$40K - $60K
4656,$120K +
4581,Less than $40K
3192,$40K - $60K
1308,$40K - $60K
9624,$80K - $120K
5353,Less than $40K
8456,Less than $40K
7649,Less than $40K
7500,Less than $40K
3172,$40K - $60K
4473,Less than $40K
192,Less than $40K
4965,$40K - $60K
820,$60K - $80K
2558,$60K - $80K
9998,Less than $40K
738,$60K - $80K
7767,$80K - $120K
4373,$120K +
4913,Less than $40K
7344,Less than $40K
10016,$40K - $60K
8834,Less than $40K
8490,$40K - $60K
254,Less than $40K
8632,$80K - $120K
7988,$40K - $60K
6915,Less than $40K
9397,$120K +
8185,$60K - $80K
4931,Less than $40K
7060,$80K - $120K
8483,Less than $40K
4563,Less than $40K
2554,$60K - $80K
1832,$40K - $60K
9660,$60K - $80K
8532,Unknown
8536,Less than $40K
4798,$40K - $60K
5484,$60K - $80K
1816,$40K - $60K
4899,$80K - $120K
8251,$40K - $60K
8393,Less than $40K
6387,Less than $40K
7468,Less than $40K
4266,Less than $40K
2086,$60K - $80K
7461,Less than $40K
6334,$40K - $60K
5977,$60K - $80K
1892,Less than $40K
6454,Less than $40K
3553,Unknown
2144,Unknown
169,$60K - $80K
2816,$120K +
4471,Less than $40K
6354,Less than $40K
3485,Unknown
4227,Less than $40K
7190,$40K - $60K
4423,Less than $40K
155,$40K - $60K
7172,Less than $40K
561,Less than $40K
7624,$40K - $60K
4364,Unknown
8968,Less than $40K
9025,$40K - $60K
1733,Less than $40K
5357,Less than $40K
5488,Less than $40K
9069,$60K - $80K
5130,Less than $40K
2227,Less than $40K
2143,$60K - $80K
4074,Less than $40K
7145,$80K - $120K
5924,Unknown
515,Less than $40K
4524,Less than $40K
4388,$40K - $60K
5624,$80K - $120K
5859,Less than $40K
9421,$120K +
8011,Unknown
4164,$80K - $120K
6610,$40K - $60K
6177,Less than $40K
2239,$40K - $60K
1573,$60K - $80K
10102,Less than $40K
5742,Unknown
30,$80K - $120K
7999,Less than $40K
9577,$40K - $60K
7876,Unknown
7871,Unknown
4576,$80K - $120K
4456,$60K - $80K
4310,Less than $40K
2328,$60K - $80K
10082,$40K - $60K
1997,Less than $40K
7771,Less than $40K
1593,Less than $40K
3133,$40K - $60K
123,$40K - $60K
3153,$80K - $120K
6612,Less than $40K
7842,$120K +
3662,Less than $40K
3597,Less than $40K
8657,$80K - $120K
2951,$120K +
3427,$80K - $120K
8940,$120K +
6828,Less than $40K
5567,$40K - $60K
1464,$40K - $60K
5678,$60K - $80K
298,Less than $40K
3223,$40K - $60K
3363,$40K - $60K
5244,Less than $40K
5643,$80K - $120K
1225,Less than $40K
2634,Less than $40K
1613,$60K - $80K
9361,$40K - $60K
1964,Unknown
163,Less than $40K
8964,Unknown
1979,$40K - $60K
3907,$40K - $60K
1245,Less than $40K
5743,Less than $40K
8390,$80K - $120K
2125,$40K - $60K
5338,$120K +
1426,$80K - $120K
1988,$60K - $80K
8878,Less than $40K
7182,Unknown
8518,Less than $40K
1066,Less than $40K
5226,Unknown
1488,$40K - $60K
6997,$40K - $60K
2297,Less than $40K
1060,Less than $40K
2426,$60K - $80K
4124,Unknown
3392,$120K +
6929,Less than $40K
4392,Less than $40K
5045,Less than $40K
3784,Less than $40K
4399,$60K - $80K
4241,Less than $40K
6600,Less than $40K
3794,$60K - $80K
1172,$60K - $80K
1784,$80K - $120K
6208,Less than $40K
6088,$60K - $80K
8448,Less than $40K
912,$60K - $80K
3747,Less than $40K
8072,$40K - $60K
5623,Less than $40K
10057,$120K +
9639,Less than $40K
944,$40K - $60K
1530,$60K - $80K
6353,$60K - $80K
2132,Unknown
7489,Less than $40K
2164,$120K +
2066,$40K - $60K
7762,Less than $40K
5005,$40K - $60K
883,$40K - $60K
6007,Less than $40K
2302,Less than $40K
3367,Less than $40K
781,Less than $40K
8585,$120K +
5184,Less than $40K
9305,$40K - $60K
7514,$80K - $120K
4715,$40K - $60K
2038,Unknown
341,$60K - $80K
7570,Less than $40K
1026,$120K +
3450,Less than $40K
2766,$80K - $120K
4802,$40K - $60K
7214,$40K - $60K
692,Unknown
6870,$120K +
8845,Unknown
1358,$40K - $60K
1521,$60K - $80K
5168,Less than $40K
342,$80K - $120K
9348,$40K - $60K
5904,Less than $40K
9139,$60K - $80K
7341,$40K - $60K
5799,Less than $40K
4462,$40K - $60K
1790,$60K - $80K
1282,Less than $40K
845,$40K - $60K
2683,$40K - $60K
1355,Less than $40K
1485,$80K - $120K
93,$80K - $120K
82,$40K - $60K
9425,$40K - $60K
711,$40K - $60K
3972,Less than $40K
1238,$80K - $120K
2183,$60K - $80K
164,$40K - $60K
4617,Less than $40K
9162,Less than $40K
3899,$80K - $120K
1305,$40K - $60K
3016,Less than $40K
8453,$40K - $60K
7899,$40K - $60K
4910,Less than $40K
7819,$40K - $60K
7806,Unknown
5136,Less than $40K
1013,Less than $40K
5864,$80K - $120K
6382,Unknown
5352,Less than $40K
909,$40K - $60K
3260,$40K - $60K
9488,Less than $40K
1939,$60K - $80K
6590,Less than $40K
5029,Less than $40K
8411,Unknown
3176,$60K - $80K
10114,Less than $40K
1985,Unknown
9447,Unknown
1657,$40K - $60K
9112,$40K - $60K
3596,$60K - $80K
7755,Less than $40K
1685,$40K - $60K
6643,Less than $40K
8844,Less than $40K
320,$40K - $60K
252,$40K - $60K
6081,$120K +
7725,Unknown
2067,$60K - $80K
5866,$40K - $60K
8368,$40K - $60K
3908,$60K - $80K
2479,Less than $40K
10001,$40K - $60K
677,$80K - $120K
7440,Less than $40K
4053,$40K - $60K
7662,$80K - $120K
3915,Less than $40K
4045,Less than $40K
6239,Less than $40K
9236,Less than $40K
2867,Less than $40K
6629,Less than $40K
510,Less than $40K
1059,Less than $40K
6425,Less than $40K
2507,$40K - $60K
8947,$40K - $60K
9413,$40K - $60K
4821,$40K - $60K
61,$60K - $80K
2019,$60K - $80K
3276,$80K - $120K
2518,$40K - $60K
4322,Less than $40K
4517,Unknown
9972,$80K - $120K
5323,Less than $40K
1679,Unknown
6502,$120K +
9707,Less than $40K
1501,$120K +
2449,Less than $40K
7488,Unknown
3624,Less than $40K
4688,Less than $40K
8946,$60K - $80K
2970,Less than $40K
4881,Less than $40K
9956,Unknown
4134,$120K +
1830,Less than $40K
6779,Less than $40K
8236,Unknown
9446,$60K - $80K
7660,Less than $40K
1099,$80K - $120K
1134,Less than $40K
8114,Less than $40K
6280,Less than $40K
9525,Unknown
7824,$40K - $60K
6800,$60K - $80K
5533,Less than $40K
8427,Less than $40K
6914,Less than $40K
6144,$80K - $120K
4311,$80K - $120K
8327,Less than $40K
9060,$80K - $120K
9659,Less than $40K
6550,Less than $40K
3745,$80K - $120K
2003,$80K - $120K
1202,Unknown
7398,Less than $40K
1689,$60K - $80K
8049,Unknown
5435,$120K +
5312,$40K - $60K
2787,Unknown
5464,Less than $40K
2030,$40K - $60K
6110,$40K - $60K
6188,$40K - $60K
5240,Less than $40K
3051,Less than $40K
3336,$60K - $80K
290,$60K - $80K
8687,Less than $40K
9675,$60K - $80K
1044,Unknown
9895,$40K - $60K
5675,Less than $40K
5619,Less than $40K
1112,Less than $40K
6363,Unknown
4384,$60K - $80K
4189,Unknown
9829,$60K - $80K
3760,Unknown
438,$60K - $80K
7832,$40K - $60K
8785,Unknown
2057,$80K - $120K
2245,Less than $40K
6184,$80K - $120K
9628,Less than $40K
6205,Less than $40K
9257,$120K +
4849,Less than $40K
9932,$120K +
9368,$80K - $120K
1431,Less than $40K
8943,$80K - $120K
5566,$60K - $80K
4848,Unknown
6586,Less than $40K
7965,Less than $40K
2390,Less than $40K
5138,$60K - $80K
8374,Unknown
4710,$80K - $120K
9435,Unknown
759,Unknown
7277,Less than $40K
442,$40K - $60K
1196,Less than $40K
9431,$60K - $80K
2305,$120K +
9798,$80K - $120K
1529,Less than $40K
1063,$60K - $80K
9898,$80K - $120K
132,$80K - $120K
8499,$40K - $60K
4959,Unknown
5373,$40K - $60K
9762,Less than $40K
8992,Less than $40K
4827,Less than $40K
8773,$60K - $80K
7120,$40K - $60K
811,$60K - $80K
6898,Less than $40K
5580,$120K +
5014,Less than $40K
5016,Unknown
930,Less than $40K
9844,$40K - $60K
7346,Less than $40K
5103,$40K - $60K
529,$40K - $60K
7800,Less than $40K
1690,$40K - $60K
8394,$40K - $60K
10000,Unknown
8980,$80K - $120K
6070,$40K - $60K
1957,Less than $40K
5630,Less than $40K
572,$60K - $80K
531,$80K - $120K
5374,$80K - $120K
3127,Unknown
8469,Less than $40K
2160,Unknown
8354,Unknown
1917,Less than $40K
445,$80K - $120K
7156,$60K - $80K
5167,Less than $40K
1263,$80K - $120K
9715,Unknown
1252,Less than $40K
7742,Unknown
1915,Less than $40K
8702,$80K - $120K
8339,$60K - $80K
8307,Less than $40K
5960,Unknown
4607,$40K - $60K
2468,$80K - $120K
7546,Less than $40K
2254,$40K - $60K
50,Less than $40K
5118,Less than $40K
1344,$40K - $60K
102,$120K +
2071,$40K - $60K
9161,$80K - $120K
8025,Unknown
4187,$60K - $80K
1259,$40K - $60K
1525,$40K - $60K
744,$40K - $60K
979,Less than $40K
1607,$40K - $60K
1106,$80K - $120K
1699,Less than $40K
1533,$40K - $60K
7516,Unknown
8372,Less than $40K
10019,$80K - $120K
6668,$40K - $60K
622,Less than $40K
7699,Less than $40K
8805,$120K +
1776,Less than $40K
7484,Less than $40K
6295,Less than $40K
1661,Less than $40K
344,$80K - $120K
3070,$80K - $120K
1019,$120K +
9647,$60K - $80K
7240,$60K - $80K
302,$60K - $80K
2747,Less than $40K
9967,Unknown
4828,Less than $40K
964,$40K - $60K
3706,$60K - $80K
3766,$60K - $80K
8692,Less than $40K
9029,$80K - $120K
560,$40K - $60K
2907,$40K - $60K
6333,$40K - $60K
1692,Less than $40K
1729,Less than $40K
1576,$40K - $60K
7790,$80K - $120K
7828,$40K - $60K
7297,Less than $40K
10104,$60K - $80K
1724,Less than $40K
4291,$80K - $120K
70,$120K +
1120,$40K - $60K
2013,$80K - $120K
6134,$40K - $60K
3667,Less than $40K
1581,Unknown
406,$60K - $80K
751,Less than $40K
8945,Less than $40K
3287,$40K - $60K
8780,$120K +
3690,$60K - $80K
2484,$40K - $60K
2184,Less than $40K
7588,$80K - $120K
6461,Less than $40K
5682,$40K - $60K
1901,$80K - $120K
4207,Unknown
9333,$80K - $120K
6222,Less than $40K
294,$60K - $80K
4769,Less than $40K
1624,$80K - $120K
9227,$80K - $120K
2844,Less than $40K
8097,Unknown
5467,Less than $40K
1414,$60K - $80K
6256,Less than $40K
2197,$60K - $80K
7596,Less than $40K
6912,$40K - $60K
6458,Unknown
4706,Unknown
2199,Less than $40K
6385,$60K - $80K
3030,Less than $40K
5086,Unknown
1814,Less than $40K
7105,$40K - $60K
7502,$40K - $60K
5792,Less than $40K
8829,Less than $40K
782,$80K - $120K
8996,Less than $40K
7700,$40K - $60K
2906,$60K - $80K
5965,$120K +
4955,$40K - $60K
9254,$80K - $120K
167,Less than $40K
3714,$80K - $120K
1642,$80K - $120K
2350,$80K - $120K
875,$80K - $120K
7249,Less than $40K
1715,$80K - $120K
7464,Unknown
3444,$60K - $80K
1536,Unknown
4944,Unknown
7879,Less than $40K
2523,$80K - $120K
1542,$60K - $80K
8954,Less than $40K
1835,$80K - $120K
5394,$80K - $120K
6273,$60K - $80K
10037,$120K +
3000,$60K - $80K
8660,$80K - $120K
8342,$60K - $80K
4472,$60K - $80K
5990,Less than $40K
3073,$60K - $80K
10094,$60K - $80K
4810,$120K +
8840,$40K - $60K
7990,Less than $40K
2963,$80K - $120K
7972,$80K - $120K
3264,$60K - $80K
9700,$80K - $120K
269,$60K - $80K
4605,Less than $40K
52,Less than $40K
1390,$40K - $60K
701,$120K +
6470,Less than $40K
3036,$80K - $120K
642,$40K - $60K
3307,$80K - $120K
522,$80K - $120K
2813,$80K - $120K
7937,$80K - $120K
5023,$60K - $80K
6608,Less than $40K
6247,Less than $40K
7837,$80K - $120K
4853,Less than $40K
2838,$80K - $120K
9250,Less than $40K
1057,$80K - $120K
3537,Less than $40K
144,$60K - $80K
171,Less than $40K
1274,Less than $40K
4197,$60K - $80K
3865,Less than $40K
4269,Unknown
9761,$60K - $80K
988,$40K - $60K
1332,$40K - $60K
958,$60K - $80K
3240,Unknown
9747,$60K - $80K
1143,$120K +
6946,Less than $40K
8931,Less than $40K
3072,Unknown
9908,$80K - $120K
2640,$120K +
821,$40K - $60K
7282,Less than $40K
710,$40K - $60K
5614,Unknown
2915,$120K +
7776,Less than $40K
1069,$80K - $120K
9684,$40K - $60K
2824,$60K - $80K
6489,$80K - $120K
5776,Less than $40K
5523,Less than $40K
7372,Less than $40K
6444,Less than $40K
3590,$80K - $120K
3604,$40K - $60K
7112,Less than $40K
2607,Less than $40K
2080,Less than $40K
9141,Unknown
8378,Less than $40K
4324,$80K - $120K
8652,$80K - $120K
4775,Unknown
3305,$60K - $80K
6573,$80K - $120K
6433,Less than $40K
3461,Less than $40K
6693,$40K - $60K
1862,Less than $40K
8740,Unknown
2011,Unknown
291,Unknown
1720,$40K - $60K
9789,$80K - $120K
5987,$80K - $120K
6121,Unknown
7840,Less than $40K
9168,Less than $40K
8201,Less than $40K
4640,$60K - $80K
2018,Less than $40K
8903,Unknown
7519,Less than $40K
8145,Less than $40K
3852,Unknown
4165,$80K - $120K
5020,$120K +
1022,$120K +
3894,$40K - $60K
6524,Less than $40K
8,$60K - $80K
5164,$60K - $80K
524,$120K +
3137,Unknown
7229,Unknown
3385,$60K - $80K
3812,Less than $40K
6186,Less than $40K
4727,Unknown
3045,$40K - $60K
5631,Unknown
6904,$40K - $60K
4138,Unknown
2163,Less than $40K
6834,Less than $40K
6682,$60K - $80K
9117,$40K - $60K
3607,$120K +
9346,$80K - $120K
1162,$80K - $120K
5734,$40K - $60K
4540,Less than $40K
1622,Less than $40K
1771,$40K - $60K
8749,Less than $40K
1508,Less than $40K
615,$80K - $120K
4618,Less than $40K
4790,$40K - $60K
1220,$80K - $120K
8751,$80K - $120K
5213,$40K - $60K
2780,$120K +
1329,$60K - $80K
4738,Less than $40K
9574,$120K +
6434,$80K - $120K
1890,Less than $40K
383,$60K - $80K
6532,Less than $40K
4188,Unknown
4102,$40K - $60K
9505,$40K - $60K
5865,Unknown
9337,Less than $40K
2334,$40K - $60K
7260,$60K - $80K
3847,$120K +
3986,Unknown
2993,Unknown
286,$120K +
4817,Less than $40K
1869,Less than $40K
7540,Less than $40K
9752,$40K - $60K
5271,Less than $40K
8156,$60K - $80K
1312,Less than $40K
6594,Less than $40K
3204,Less than $40K
5284,Less than $40K
5074,$80K - $120K
4193,$80K - $120K
2886,Unknown
5388,$120K +
6650,Less than $40K
5200,$80K - $120K
2662,$40K - $60K
659,Less than $40K
8776,$120K +
6176,$40K - $60K
8577,$60K - $80K
2473,Less than $40K
6919,$40K - $60K
3568,$80K - $120K
9364,$80K - $120K
5767,Less than $40K
9118,$40K - $60K
8578,$40K - $60K
2311,$40K - $60K
8676,Unknown
1539,Unknown
1904,Unknown
6207,Less than $40K
1520,$60K - $80K
4294,Less than $40K
5700,Unknown
772,$80K - $120K
9589,Unknown
4121,$80K - $120K
437,$40K - $60K
6258,$40K - $60K
9454,Less than $40K
704,$60K - $80K
7993,$40K - $60K
6867,Less than $40K
4224,Less than $40K
4539,$40K - $60K
1276,$40K - $60K
1951,$40K - $60K
854,$80K - $120K
5563,Less than $40K
2327,$40K - $60K
9379,Less than $40K
5506,$60K - $80K
6554,Less than $40K
1886,$60K - $80K
7312,Less than $40K
3438,Less than $40K
5625,Less than $40K
2545,Less than $40K
9433,$40K - $60K
8553,Less than $40K
5294,Unknown
3116,$120K +
8786,$120K +
3110,Less than $40K
1872,Less than $40K
7256,Less than $40K
891,$40K - $60K
7890,Less than $40K
3149,$40K - $60K
6620,$80K - $120K
5571,$80K - $120K
2069,$60K - $80K
825,$60K - $80K
6747,$40K - $60K
9178,$60K - $80K
8867,$80K - $120K
69,$80K - $120K
1231,$120K +
2933,$80K - $120K
8452,Less than $40K
3505,$40K - $60K
3710,$60K - $80K
9339,Less than $40K
5657,Unknown
5514,$120K +
5583,$60K - $80K
7513,Unknown
7748,Less than $40K
8648,$60K - $80K
3449,Less than $40K
3031,$60K - $80K
2110,$80K - $120K
2626,$40K - $60K
6244,Less than $40K
7392,Less than $40K
3883,Less than $40K
5028,Less than $40K
1301,Unknown
2201,Unknown
3396,$60K - $80K
1545,Less than $40K
2459,$80K - $120K
6874,Less than $40K
2361,Unknown
5254,$40K - $60K
6410,Less than $40K
7450,$40K - $60K
3587,Less than $40K
2035,$80K - $120K
4939,Less than $40K
1757,$60K - $80K
9810,$80K - $120K
4731,$60K - $80K
9982,Less than $40K
2990,Less than $40K
9535,$60K - $80K
1065,Unknown
8102,$40K - $60K
9191,$40K - $60K
543,Less than $40K
1368,$80K - $120K
5454,Unknown
7592,$80K - $120K
4925,Unknown
5659,Less than $40K
4808,Less than $40K
865,$40K - $60K
728,Unknown
2395,Unknown
9698,Less than $40K
5569,$120K +
2464,$120K +
2341,$120K +
2169,Less than $40K
6085,$40K - $60K
9680,Less than $40K
6716,Less than $40K
3433,$80K - $120K
4961,Less than $40K
6862,$40K - $60K
1133,$120K +
3507,Less than $40K
1055,$80K - $120K
2843,$60K - $80K
7716,$80K - $120K
8873,$40K - $60K
3736,$60K - $80K
9342,Less than $40K
276,$60K - $80K
1014,Less than $40K
1190,$80K - $120K
9177,$40K - $60K
6735,Less than $40K
1666,$40K - $60K
6294,Less than $40K
1056,$40K - $60K
4108,$80K - $120K
1840,$60K - $80K
103,Less than $40K
9781,$40K - $60K
2611,Less than $40K
4178,$40K - $60K
3571,Less than $40K
418,$60K - $80K
6137,Less than $40K
9626,$40K - $60K
750,Less than $40K
9180,$40K - $60K
6713,Unknown
5902,Less than $40K
5027,Unknown
3211,$120K +
1268,$80K - $120K
4095,Unknown
1625,Less than $40K
8094,Less than $40K
2774,Less than $40K
9867,Less than $40K
2218,$60K - $80K
9905,$80K - $120K
498,Unknown
4614,$40K - $60K
10055,Less than $40K
3754,Less than $40K
4869,Less than $40K
135,$40K - $60K
6358,$120K +
7117,Less than $40K
4003,Less than $40K
9192,$60K - $80K
6152,$80K - $120K
4682,Unknown
8884,$120K +
2578,Less than $40K
7051,$80K - $120K
2623,$80K - $120K
5449,Unknown
9611,Less than $40K
717,$40K - $60K
5448,$40K - $60K
9498,Less than $40K
5498,Unknown
635,$60K - $80K
1235,Less than $40K
5617,Unknown
10028,Less than $40K
7242,Less than $40K
9600,$80K - $120K
2480,$40K - $60K
1165,$40K - $60K
3481,Less than $40K
9441,Less than $40K
4926,$80K - $120K
3750,$120K +
10079,$60K - $80K
2667,$40K - $60K
6684,$60K - $80K
911,$60K - $80K
3928,Unknown
4040,$80K - $120K
7833,Less than $40K
1778,Less than $40K
